name,Facies,bed_count,total_thickness,mean_thickness,min_thickness,max_thickness,mean_grainsize,min_grainsize,max_grainsize,thickness_list,section_total_thickness
Colleen14,16,6,3.5860000000000016,0.5976666666666669,0.1600999999999999,1.665,3.4899999999999998,3.36,3.82,"[1.0086, 1.665, 0.1601, 0.2561, 0.2561, 0.2401]",114.64
Colleen14a,2,1,0.27200000000000024,0.27200000000000024,0.27200000000000024,0.27200000000000024,4.05,4.05,4.05,[0.272],51.82
Colleen14a,3,3,8.6581,2.8860333333333332,0.7042000000000002,5.7614,4.566666666666666,4.47,4.72,"[5.7614, 2.1925, 0.7042]",51.82
Colleen14a,4,6,12.978800000000003,2.163133333333334,0.5121000000000038,8.674,4.39,3.99,4.7,"[1.1362, 1.4883, 0.6081, 8.674, 0.5121, 0.5601]",51.82
Colleen14a,5,9,7.121800000000004,0.7913111111111115,0.240000000000002,1.6004,4.2913259109311745,3.6,4.55,"[1.6004, 0.4161, 1.2163, 0.24, 1.4564, 0.7362, 0.3681, 0.6562, 0.4321]",51.82
Colleen14a,6,10,12.1308,1.2130800000000002,0.4962,2.0004999999999953,4.3022162859248345,3.5,4.53,"[0.9122, 0.7201, 0.4962, 1.8885, 1.4083, 1.8404, 0.9122, 1.2643, 0.6881, 2.0005]",51.82
Colleen14a,10,4,1.5685000000000002,0.39212500000000006,0.20809999999999995,0.6562000000000001,4.4887804878048785,3.88,4.88,"[0.2081, 0.6562, 0.2081, 0.4961]",51.82
Colleen14a,11,2,0.35199999999999676,0.17599999999999838,0.14399999999999835,0.2079999999999984,3.87,3.84,3.9,"[0.144, 0.208]",51.82
Colleen14a,12,5,0.9924000000000016,0.19848000000000032,0.06409999999999982,0.4001,3.8340000000000005,3.15,4.43,"[0.4001, 0.1921, 0.0641, 0.128, 0.2081]",51.82
Colleen14a,14,19,6.353199999999992,0.33437894736842066,0.06400000000000006,1.1843000000000004,2.970640113798009,2.89,3.74,"[0.272, 0.096, 0.192, 0.08, 0.096, 0.08, 0.096, 0.9922, 0.192, 0.1281, 0.0961, 0.08, 0.096, 1.0722, 1.0562, 0.3681, 0.064, 1.1843, 0.112]",51.82
Colleen14a,15,6,1.3924000000000003,0.23206666666666673,0.08009999999999984,0.3681,2.9233333333333333,2.89,2.95,"[0.3681, 0.0801, 0.2561, 0.112, 0.304, 0.2721]",51.82
Colleen15,1,1,0.20390000000000086,0.20390000000000086,0.20390000000000086,0.20390000000000086,5.001666666666667,3.89,5.25,[0.2039],47.76
Colleen15,2,2,0.18690000000000495,0.09345000000000248,0.08490000000000109,0.10200000000000387,3.809,3.77,3.91,"[0.0849, 0.102]",47.76
Colleen15,3,1,1.0193999999999974,1.0193999999999974,1.0193999999999974,1.0193999999999974,3.9066666666666667,3.83,4.22,[1.0194],47.76
Colleen15,4,15,5.267000000000017,0.35113333333333446,0.13590000000000657,1.3762000000000043,3.7021982719552766,2.94,4.01,"[0.2039, 0.1869, 0.3058, 0.4587, 0.1529, 0.1699, 0.7645, 0.2209, 0.2039, 0.3738, 0.136, 1.3762, 0.1869, 0.1359, 0.3908]",47.76
